"id","employee_id","name","email","password_hash","role","created_at"
85,"EMP075","Sameer Joshi","employee075@dayflow.com","scrypt:32768:8:1$MyUbbh0QRB1KwEYQ$208f48115f7614c1748f0e2f24feb941ab3e088c34dfc22c8fe49416e1e6d02d7686a46dc33da17810a5c2346e11d0fb57a4ef8d5a53397d68900bab48062097","EMPLOYEE","2026-08-22 07:34:36.260593"
86,"EMP076","Varun Thakur","employee076@dayflow.com","scrypt:32768:8:1$5TSghgnIBhbzhMPq$458d514dfbb7488ca29e0ea31778a69a3a67cfb8af1cf1abe5890e7e0e7a99e2268e2f7e82c29fff8b71c5a1f98a313f8044e2a0ac67283283f6dd0018a0e2c1","EMPLOYEE","2026-08-22 07:34:36.351183"
87,"EMP077","Ayush Deshmukh","employee077@dayflow.com","scrypt:32768:8:1$KXpyU54RFXwMdORt$81c53aec7319602e35e7da61d2cd9128ed989efec73591645c39e998a741a845f81aa0e53ee2d5eab33cd2b9cadd35f2caef702e1ff259638c72444dedef9f18","EMPLOYEE","2026-08-22 07:34:36.442108"
88,"EMP078","Shubham Verma","employee078@dayflow.com","scrypt:32768:8:1$17ZiZ5g1VirB38Yl$a3abae24410383be03c339023bab881257679b237da1cfb05e313713043172c459bb183a56ca40c4cdb0726eea10dcd4c24d3828953782591357e93a965bce7d","EMPLOYEE","2026-08-22 07:34:36.533568"
89,"EMP079","Akash Shinde","employee079@dayflow.com","scrypt:32768:8:1$NqdpMazFBR7IdObE$ce7d8762600bed2b9713d94f5ec75e1c244922e38eedb4a1928f1b9d531d4899d635111889410ad397673d2507a2e77d500e7ea7fcfe458c755ba3f8e704135e","EMPLOYEE","2026-08-22 07:34:36.624693"
90,"EMP080","Sakshi Garde","employee080@dayflow.com","scrypt:32768:8:1$drhaGiVNv4Su0VsH$dc7425322f5509a82af0b5293f95d7501fab54a24f2b5e185101dfef63d69bbcb4c1f9615de44896105f906db53587036c3cf32b41878e212768b47539e82eec","EMPLOYEE","2026-08-22 07:34:36.714975"
91,"EMP081","Isha Gaikwad","employee081@dayflow.com","scrypt:32768:8:1$pvptgqPhjUopERql$7dfd36ca9f957f1247279a6c7d74b5a48a0f98b02868dc4b92bc15ff88496af00ffc1fee55f65e402273ca8c82a89504b200d621b55b87a3a3b4eed34f5d09bf","EMPLOYEE","2026-08-22 07:34:36.819532"
92,"EMP082","Karan Pawar","employee082@dayflow.com","scrypt:32768:8:1$NAbmAXAHlr86RKcE$11923a99c49943e7f1b0d99eaa8270e1a1741c958a300d68cc664f8e08e316f7ef265264c137c8b7d7d52171b5b3a5facab20229f05d8258a48ebdaf2c99b260","EMPLOYEE","2026-08-22 07:34:36.911559"
93,"EMP083","Sameer Gaikwad","employee083@dayflow.com","scrypt:32768:8:1$0A1UY2jZuYnfhzjf$f472fda69acf954469739d4767d1b78b424094c0623570f41f2e0def837cd24aa45b486e79f8ea6061ff58c5553e638b393b0b98b764c47011b29037bc46e78c","EMPLOYEE","2026-08-22 07:34:37.011806"
94,"EMP084","Shreya Kulkarni","employee084@dayflow.com","scrypt:32768:8:1$xiH42IJf8cm6oLld$7b1ac9440819463a59a774875a89ffd5b2d8e551f67e6732d3ad6bc223db9125680ebf15a121c799da3073d1e2362241b111add84dfa86940e09991b1018b435","EMPLOYEE","2026-08-22 07:34:37.103327"
95,"EMP085","Manish Sawant","employee085@dayflow.com","scrypt:32768:8:1$PLJmo92i8cPt3KZo$7336cbc39562417661f9555ff369620aa9fdd8cf4fb369f0e613e19409463a9db1f36a492ba06b95d8f4d09c364feb8bd2d62b8fe6e35a5e0d9a9947e43abe09","EMPLOYEE","2026-08-22 07:34:37.196314"
96,"EMP086","Nikhil Garde","employee086@dayflow.com","scrypt:32768:8:1$weBhWwLkElyr4Oq8$410e34ee9f640c0d179686e5e53a2bdd9190fd23e9c54c5e4b8b316656185a531405a9465bad50a8336c52f3f1ea98dea6edd0616d37f9b36797e0d4496ed0c4","EMPLOYEE","2026-08-22 07:34:37.288694"
97,"EMP087","Rahul Deshmukh","employee087@dayflow.com","scrypt:32768:8:1$PJYCI3f4544tXvig$edf691c3612d65d74a508bcd46a68afd1180ccc55b49382aa6a7b66d749d9b50af7b1b249480069a5f0b66a289111b28d4fff796897585af4e259b72c58bd9a3","EMPLOYEE","2026-08-22 07:34:37.379673"
98,"EMP088","Anjali Bhosale","employee088@dayflow.com","scrypt:32768:8:1$IkMS5czV5Lb9uXIO$50b20727bd874540aff17d41f7122f7e4a8de0abf4973a4b97b704c583692551a548238cc8457493e419ecbedf2d840599a1711baeca41dfe94f2b2e7e05cdb3","EMPLOYEE","2026-08-22 07:34:37.483913"
99,"EMP089","Pranav Pawar","employee089@dayflow.com","scrypt:32768:8:1$PtvJjn8hN9zF4VSp$15cf246683da1d3625fefeab9b2ebded07367c0a104b05ccf0a08e43ab3cd23116b152bac8232bf79a7094b20cabd75d865566e2a1d696ebefe04fb81a4c2061","EMPLOYEE","2026-08-22 07:34:37.57981"
100,"EMP090","Neha Gaikwad","employee090@dayflow.com","scrypt:32768:8:1$FO0FvATxzuWqmK00$70225704335c79a6c6d3631c25900019d2d3afd292d62f371eaaa7d01dc458696a71ba9ab14385a9f6b7b9c64f14302290d69d4792eace1b21e12aeb71089a7b","EMPLOYEE","2026-08-22 07:34:37.673085"
